egtm
44.437
45.869
44.379
44.904
43.742
44.318
46.443
46.754
47.66
47.85
45.172
47.049
45.507
47.055
46.462
46.403
45.329
46.36
46.366
46.773
47.037
46.412
45.586
46.123
44.898
46.387
46.903
45.402
45.382
46.333
43.239
44.126
45.901
44.099
45.489
43.458
43.454
45.837
43.111
44.764
43.477
45.034
44.069
42.26
44.803
42.746
43.87
42.779
42.73
41.886
42.851
42.945
42.502
42.313
42.915
42.374
42.703
41.973
44.101
44.277
44.049
43.983
43.896
43.95
43.659
43.627
43.348
43.348
43.518
43.479
43.529
43.407
43.438
43.312
43.429
43.222
43.348
43.027
43.046
42.742
42.569
42.88
42.648
42.294
42.274
41.856
41.45
41.918
41.748
41.271
41.011
41.602
40.669
41.28
40.311
41.021
40.249
40.968
40.497
39.772
40.415
39.741
39.462
40.266
39.744
40.494
39.551
40.32
39.292
40.25
39.998
38.929
39.885
38.832
38.844
39.888
38.413
39.46
38.113
39.186
37.904
39.025
37.707
38.853
38.701
37.45
38.508
37.248
37.55
38.711
37.728
38.825
37.436
38.58
37.755
38.821
38.727
37.668
37.827
38.893
38.652
37.535
38.892
37.978
38.904
38.019
37.962
38.897
37.704
38.678
38.03
38.881
38.22
39.058
37.691
38.66
37.95
38.854
37.926
38.897
38.048
39.044
38.557
39.378
38.995
39.68
39.81
39.187
39.665
39.059
40.026
39.587
40.575
40.093
40.402
40.767
40.684
40.444
40.364
40.033
39.773
40.162
39.93
40.218
40.355
40.292
40.019
40.126
40.219
40.016
39.752
39.926
39.86
39.997
39.798
40.116
39.514
39.353
39.546
39.268
39.833
39.357
39.269
38.919
39.035
39.375
39.15
38.85
39.127
38.785
39.101
38.757
39.321
38.867
38.64
39.023
38.297
38.574
38.18
38.506
38.296
38.575
38.563
38.146
38.665
38.235
38.203
38.759
37.965
38.503
38.174
38.734
38.238
37.772
38.102
37.569
37.581
38.25
37.956
37.373
38.085
37.434
37.311
38.001
37.835
37.192
37.774
37.244
37.366
37.989
37.663
37.211
37.711
37.259
37.127
36.881
36.747
36.923
36.757
36.908
36.971
37.163
36.833
36.996
36.905
36.864
36.614
36.586
36.521
36.584
36.663
36.552
36.192
36.293
36.279
36.217
36.298
36.427
36.032
35.937
35.676
35.766
35.687
35.766
35.946
35.783
35.301
35.604
35.665
35.397
35.041
35.386
35.243
34.874
35.639
35.19
35.421
35.005
35.232
35.636
35.924
35.417
35.678
35.219
35.355
35.994
35.584
36.225
35.763
35.125
35.375
35.976
35.187
35.848
35.354
36.001
35.823
35.18
35.941
35.186
36.003
35.208
35.3
36.262
34.827
35.771
35.882
34.911
36.265
35.122
35.817
34.779
35.682
34.82
34.697
35.594
35.159
34.364
34.237
35.046
35.265
34.392
34.048
34.701
34.071
34.715
35.124
34.457
35.173
34.62
34.933
35.419
35.148
34.751
34.83
35.21
34.811
34.53
34.304
34.5
34.082
34.013
33.903
33.974
34.078
34.165
33.933
33.855
33.839
34.057
33.588
33.811
33.898
33.68
33.471
33.68
33.516
33.719
33.634
33.974
33.327
33.614
34.017
33.673
33.745
33.421
33.216
33.526
33.01
33.314
33.297
33.869
32.923
33.29
32.554
32.875
32.615
32.917
32.946
33.367
33.391
32.983
33.289
32.863
33.366
32.944
33.134
33.682
33.322
33.862
33.199
33.773
33.431
32.792
33.109
33.808
33.605
32.775
32.522
33.423
32.228
33.096
32.604
33.485
32.643
33.524
32.868
32.173
31.914
32.565
31.787
32.429
31.812
32.51
31.53
32.222
32.752
31.916
32.141
31.498
31.382
31.869
31.392
31.06
30.975
31.269
31.23
30.921
31.047
30.722
31.325
31.029
30.738
31.098
31.175
30.786
30.607
31.009
31.351
30.887
31.633
31.204
30.717
31.085
30.901
30.544
30.564
30.905
30.816
31.204
31.074
30.693
31.033
30.687
31.212
30.844
30.572
30.792
30.692
30.964
30.794
30.442
30.899
30.566
30.751
31.013
31.396
31.008
30.792
30.544
30.827
30.652
31.365
31.08
30.822
31.138
30.832
30.552
30.876
30.58
31.257
30.846
30.943
30.514
30.815
30.415
31.175
30.806
30.884
31.33
31.263
30.855
30.756
31.221
30.743
31.297
30.161
30.724
30.666
30.304
30.267
30.615
30.283
30.657
30.216
30.487
30.18
30.454
30.075
30.294
30.087
30.211
29.518
29.613
29.763
29.625
29.858
29.633
29.741
29.425
29.364
28.998
29.363
28.98
29.199
29.632
29.13
29.591
29.864
29.805
30.042
30.15
30.236
30.424
30.515
30.672
30.279
30.491
30.408
30.56
30.373
30.164
30.489
30.685
30.577
30.703
30.577
30.376
30.335
30.48
30.235
30.479
30.332
30.164
29.62
29.899
30.117
29.903
29.744
29.472
29.628
29.446
29.386
29.236
29.484
29.285
29.452
29.202
29.609
29.278
29.303
29.024
29.321
28.923
29.506
29.115
29.767
29.675
29.809
29.647
29.777
29.483
29.525
29.258
29.324
29.522
29.386
29.283
29.339
29.177
28.832
29.077
29.586
29.413
29.118
29.298
29.285
29.141
29.152
28.978
29.129
29.289
28.881
28.71
28.744
28.602
28.693
28.533
28.785
28.749
28.865
29.028
28.715
28.89
28.888
28.717
28.145
28.545
27.942
28.168
27.645
27.898
27.788
28.176
27.415
27.856
27.804
27.274
27.867
27.284
27.874
27.312
27.882
27.151
26.871
27.664
27.038
28.323
28.086
26.849
28.238
27.035
27.017
28.357
26.886
28.257
27.214
28.699
28.478
26.922
28.259
26.75
28.748
27.081
29.009
27.405
26.845
28.503
26.89
28.471
28.715
27.206
28.904
27.376
27.222
28.929
29.361
27.497
29.408
27.531
29.042
27.302
26.672
28.197
26.858
28.538
26.685
28.554
26.425
28.153
27.767
26.188
26.261
27.794
26.283
27.66
25.977
27.318
25.65
26.858
25.888
27.137
25.938
27.138
27.263
25.984
27.453
26.21
27.423
26.247
27.751
26.694
26.856
27.989
26.655
27.837
26.8
27.949
27.96
26.91
26.921
28.012
26.843
27.965
27.018
28.109
26.986
28.057
28.043
27.027
27.922
26.898
28.062
27.015
26.779
27.726
27.783
26.739
26.949
28.098
28.094
26.962
27.18
28.246
28.164
27.152
28.419
27.472
28.45
27.527
28.296
27.354
27.249
28.19
28.036
27.113
27.324
28.207
27.08
27.957
26.96
27.778
27.726
26.93
27.053
27.985
26.853
27.635
27.585
26.891
27.78
27.097
27.192
27.868
28.263
27.619
28.058
27.388
27.125
27.713
28.116
27.517
28.085
27.449
27.687
28.38
27.715
28.424
28.613
27.921
28.255
27.664
27.397
27.948
28.291
27.789
27.479
27.892
27.704
27.4
27.441
27.745
27.724
28.033
27.888
28.156
27.756
27.589
27.403
27.561
27.033
27.08
26.772
26.773
26.695
26.574
26.712
27.051
26.414
26.616
26.811
26.451
26.458
26.129
26.345
26.687
26.056
26.273
26.0
26.406
26.081
26.405
26.149
25.963
26.139
25.898
25.607
25.745
25.437
25.555
25.547
25.466
25.911
25.769
25.968
26.05
26.196
26.314
25.915
25.84
26.384
26.204
26.119
26.182
25.885
25.868
25.662
25.826
26.203
25.959
25.816
25.721
25.78
25.821
26.255
26.329
26.107
26.178
27.037
27.008
26.763
26.736
26.527
26.603
26.609
26.642
27.145
27.185
27.138
27.034
27.181
26.949
27.307
27.483
27.297
27.022
26.605
27.056
27.006
26.499
26.009
26.577
25.742
26.186
26.105
25.711
26.431
26.106
25.739
26.152
25.848
25.436
25.786
26.198
25.935
25.509
26.315
25.978
25.821
26.263
26.288
25.803
26.235
26.532
26.635
26.244
25.862
26.281
26.686
26.365
26.025
26.401
26.438
26.092
26.295
25.859
25.925
26.399
26.112
